avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
2.667,0.62,0.4,1.667,0.24,2.583,0.645,0.5,0.02,0.033,0.05,0.797,Defacement
2.667,0.836,0.75,6.857,0.109,7.643,0.897,0.786,0.086,0.104,0.115,0.963,Defacement
3.75,0.529,0.059,0.222,0.265,2,0.111,0.667,0.088,0.375,-1,0.93,Defacement
3.5,0.734,0.453,2.9,0.156,4.7,0.617,0.7,0.063,0.108,0.138,0.94,malware
3.4,0.776,0.57,3.588,0.159,4.882,0.735,0.588,0.224,0.312,0.393,0.845,Defacement
3.5,0.734,0.453,2.9,0.156,4.7,0.617,0.7,0.063,0.108,0.138,0.94,malware
2.5,0.361,0.056,0.125,0.444,0.813,0.154,0.875,0,0,-1,0.875,Defacement
2.667,0.691,0.56,2.474,0.226,3.053,0.81,0.526,0.048,0.07,0.085,0.758,Defacement
4.9,0.841,0.029,0.182,0.159,5.273,0.035,0.455,0,0,-1,0.947,malware
2.667,0.743,0.634,3.368,0.188,3.947,0.853,0.684,0.03,0.041,0.047,0.808,Defacement
3.375,0.672,0.149,0.667,0.224,3,0.222,0.733,0.299,0.381,0.4,0.77,malware
4,0.667,0.03,0.133,0.227,2.933,0.046,0.8,0,0,-1,0.864,malware
5.3,0.681,0.022,0.091,0.242,2.818,0.032,0.682,0,0,-1,0.801,malware
2.5,0.738,0.475,2.714,0.175,4.214,0.644,0.5,0.25,0.444,0.526,0.836,malware
4.556,0.702,0.107,0.5,0.214,3.278,0.153,0.611,0.036,0.107,0.333,0.83,malware
4.556,0.7,0.029,0.143,0.2,3.5,0.041,0.857,0.057,0,-1,0.925,malware
7.167,0.727,0.03,0.182,0.167,4.364,0.042,1,0.273,0.375,-1,0.823,malware
7.286,0.713,0.025,0.125,0.2,3.563,0.035,0.375,0.288,0.818,-1,0.82,malware
2.75,0.697,0.528,2.35,0.225,3.1,0.758,0.7,0.045,0.07,0.085,0.783,Defacement
4.857,0.52,0.026,0.067,0.39,1.333,0.05,0.9,0,0,-1,0.775,malware
2.667,0.813,0.736,5.3,0.139,5.85,0.906,0.4,0.021,0.026,0.028,0.789,Defacement
3,0.724,0.54,2.765,0.195,3.706,0.746,0.824,0.046,0.07,0.085,0.827,Defacement
3.5,0.772,0.614,3.684,0.167,4.632,0.796,0.632,0.044,0.063,0.071,0.743,Defacement
2.455,0.696,0.145,0.714,0.203,3.429,0.208,0.714,0.203,-1,0.4,0.798,malware
3.539,0.691,0.024,0.105,0.226,3.053,0.035,0.474,0.131,0.212,-1,0.734,Defacement
4.714,0.677,0.088,0.4,0.221,3.067,0.13,0.533,0.456,0.783,1,0.829,malware
2.667,0.663,0.53,2.095,0.253,2.619,0.8,0.524,0.024,0.037,0.046,0.75,Defacement
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
7.4,0.641,0.031,0.125,0.25,2.563,0.049,0.563,0.422,0.808,-1,0.863,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
3.2,0.731,0.462,2.571,0.18,4.071,0.632,0.714,0.077,0,0,0.747,malware
4.625,0.667,0.03,0.133,0.227,2.933,0.046,0.8,0.046,0,-1,0.851,malware
2.75,0.728,0.583,2.857,0.204,3.571,0.8,0.381,0.039,0.057,0.067,0.875,Defacement
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.056,0.075,0.088,0.836,malware
3.4,0.553,0.053,0.143,0.368,1.5,0.095,0.765,0.053,0,-1,0.873,malware
3.75,0.725,0.488,2.6,0.188,3.867,0.672,0.6,0.225,0.367,0.462,0.77,malware
3.778,0.618,0.029,0.105,0.279,2.211,0.048,0.474,0.044,0,-1,0.892,malware
2.667,0.811,0.744,5.083,0.146,5.542,0.917,0.417,0.098,-1,-1,0.721,Defacement
5.25,0.636,0.026,0.095,0.273,2.333,0.041,0.714,0.013,0.067,-1,0.87,malware
2.667,0.762,0.675,3.696,0.183,4.174,0.885,0.565,0.04,0.053,0.059,0.805,Defacement
4.25,0.57,0.326,0.933,0.349,1.633,0.571,0.9,0.012,0.021,0.036,0.798,Defacement
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
3.8,0.789,0.096,0.667,0.144,5.467,0.122,0.533,0.115,-1,0.4,0.817,malware
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
4.188,0.726,0.018,0.083,0.212,3.417,0.024,0.708,0.097,0,-1,0.791,Defacement
3.6,0.769,0.517,3.357,0.154,5,0.671,0.571,0.176,0.207,0.255,0.784,malware
2.667,0.694,0.582,2.478,0.235,2.957,0.838,0.565,0.061,0.09,0.105,0.805,Defacement
8.714,0.736,0.022,0.118,0.187,3.941,0.03,0.588,0.286,0.556,-1,0.816,malware
3.75,0.759,0.53,3.385,0.157,4.846,0.698,0.769,0.229,0.307,0.364,0.86,malware
5,0.738,0.025,0.143,0.175,4.214,0.034,0.786,0.038,0.097,-1,0.925,malware
3,0.727,0.468,2.571,0.182,4,0.643,0.571,0.208,0.273,0.333,0.784,malware
3,0.748,0.636,3.138,0.203,3.69,0.851,0.897,0.028,0.04,0.044,0.745,Defacement
4.5,0.711,0.026,0.133,0.197,3.6,0.037,0.8,0.026,0.022,-1,0.864,malware
2.667,0.643,0.531,1.857,0.286,2.25,0.825,0.429,0.061,0.097,0.115,0.73,Defacement
4.818,0.781,0.024,0.182,0.134,5.818,0.031,0.727,0,0,-1,0.895,malware
2.75,0.832,0.712,6.357,0.112,7.429,0.856,0.357,0.096,0.121,0.135,0.836,Defacement
5.571,0.692,0.031,0.154,0.2,3.462,0.044,0.462,0.354,-1,-1,0.818,malware
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
2.667,0.692,0.523,2.615,0.2,3.462,0.756,0.846,0.031,0.046,0.059,0.875,malware
1,0.681,0.609,2.8,0.217,3.133,0.894,0.733,0.101,0,0,0.77,malware
6.714,0.716,0.027,0.143,0.189,3.786,0.038,0.5,0.108,0.269,-1,0.85,malware
2.667,0.244,0.049,0.083,0.585,0.417,0.2,0.5,0,0,-1,0.816,Defacement
3.75,0.532,0.128,0.4,0.319,1.667,0.24,0.533,0.043,0.105,0.333,0.851,Defacement
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
4.625,0.667,0.111,0.45,0.247,2.7,0.167,0.35,0.037,0.273,0.222,0.789,malware
2.667,0.452,0.191,0.5,0.381,1.188,0.421,0.375,0.048,0.111,0.25,0.832,Defacement
2.667,0.785,0.7,4.333,0.162,4.857,0.892,0.524,0.069,0.089,0.099,0.75,Defacement
4.375,0.869,0.02,0.333,0.061,14.333,0.023,0.667,0.091,0,-1,1,malware
5.143,0.869,0.02,0.333,0.061,14.333,0.023,0.667,0.091,0,-1,1,malware
3.8,0.59,0.051,0.222,0.231,2.556,0.087,0.667,0.18,0.444,-1,0.93,Defacement
2.667,0.72,0.61,2.905,0.21,3.429,0.847,0.667,0.05,0.07,0.082,0.797,Defacement
4.6,0.677,0.265,1.2,0.221,3.067,0.391,0.733,0.103,0,0,0.77,malware
2.25,0.682,0.534,2.238,0.239,2.857,0.783,0.714,0.046,0.07,0.085,0.797,Defacement
4.75,0.616,0.027,0.095,0.288,2.143,0.044,0.714,0,0,-1,0.87,malware
4.556,0.702,0.107,0.5,0.214,3.278,0.153,0.611,0.036,0.107,0.333,0.83,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
4.286,0.529,0.029,0.08,0.368,1.44,0.056,0.72,0,0,-1,0.774,malware
2.667,0.772,0.652,4.286,0.152,5.071,0.845,0.786,0.044,0.057,0.067,0.963,Defacement
4.333,0.774,0.472,2.941,0.16,4.824,0.61,0.647,0.359,0.429,0.6,0.799,malware
3,0.333,0.061,0.133,0.455,0.733,0.182,0.8,0.03,0,-1,0.898,Defacement
4,0.373,0.039,0.08,0.49,0.76,0.105,0.6,0,0,-1,0.785,Defacement
1,0.777,0.723,4.857,0.149,5.214,0.932,0.714,0.075,0.015,0.015,0.798,malware
2.667,0.795,0.696,4.875,0.143,5.563,0.876,0.625,0.036,0.046,0.051,0.895,Defacement
8.143,0.733,0.023,0.125,0.186,3.938,0.032,0.813,0.163,0.438,-1,0.895,malware
4.143,0.847,0.024,0.333,0.071,12,0.028,0.667,0.106,0,-1,1,malware
3.75,0.595,0.143,0.6,0.238,2.5,0.24,0.7,0.071,0.125,0.5,0.94,Defacement
2.667,0.659,0.524,2.048,0.256,2.571,0.796,0.714,0.012,0.019,0.023,0.87,malware
5.625,0.675,0.026,0.111,0.234,2.889,0.039,0.611,0.091,0.286,-1,0.83,malware
4.571,0.576,0.03,0.095,0.318,1.81,0.053,0.714,0.03,1,-1,0.87,malware
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
3.5,0.797,0.656,4.421,0.148,5.368,0.824,0.632,0.031,0.043,0.048,0.743,Defacement
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
4.917,0.845,0.024,0.333,0.071,11.833,0.028,0.667,0.107,0,-1,1,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
5.333,0.727,0.026,0.143,0.182,4,0.036,0.786,0.052,0.143,-1,0.925,malware
5.2,0.678,0.022,0.091,0.244,2.773,0.033,0.682,0,0,-1,0.801,malware
3.467,0.786,0.102,0.714,0.143,5.5,0.13,0.714,0.133,-1,0.4,0.798,malware
4.5,0.672,0.031,0.143,0.219,3.071,0.047,0.5,0.344,0.7,-1,0.873,malware
6.6,0.843,0.015,0.143,0.105,8.071,0.018,0.571,0.299,-1,-1,0.836,malware
4.636,0.726,0.024,0.125,0.191,3.813,0.033,0.563,0.321,0.487,-1,0.875,malware
4.706,0.787,0.016,0.105,0.156,5.053,0.021,0.474,0.074,-1,-1,0.808,Defacement
5.182,0.791,0.023,0.182,0.128,6.182,0.029,0.727,0,0,-1,0.895,malware
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
8.091,0.839,0.017,0.167,0.102,8.25,0.02,0.5,0.22,-1,-1,0.721,malware
3.75,0.474,0.053,0.154,0.342,1.385,0.111,0.539,0,0,-1,0.818,Defacement
5.714,0.879,0.019,0.333,0.056,15.667,0.021,0.667,0.084,0,-1,1,malware
3,0.436,0.128,0.333,0.385,1.133,0.294,0.8,0.026,0.063,0.2,0.932,Defacement
3.5,0.734,0.453,2.9,0.156,4.7,0.617,0.7,0.063,0.108,0.138,0.94,malware
2.667,0.637,0.517,1.808,0.286,2.231,0.81,0.385,0.022,0.035,0.043,0.847,Defacement
3.625,0.552,0.03,0.087,0.343,1.609,0.054,0.696,0,0,-1,0.813,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.798,malware
6,0.641,0.031,0.125,0.25,2.563,0.049,0.563,0.313,0.778,-1,0.906,malware
2.667,0.685,0.534,2.438,0.219,3.125,0.78,0.375,0.041,0.061,0.077,0.777,Defacement
21.8,0.819,0.015,0.111,0.13,6.278,0.018,0.611,0.159,0.176,-1,0.883,malware
8.167,0.711,0.026,0.133,0.197,3.6,0.037,0.467,0.316,0.639,-1,0.898,malware
2.5,0.738,0.475,2.714,0.175,4.214,0.644,0.5,0.25,0.444,0.526,0.836,malware
5.533,0.822,0.017,0.143,0.119,6.929,0.021,0.571,0.254,-1,-1,0.836,malware
2.667,0.594,0.422,1.421,0.297,2,0.711,0.684,0,0,0,0.808,Defacement
2.667,0.636,0.494,1.81,0.273,2.333,0.776,0.524,0.039,0.063,0.079,0.75,Defacement
2.667,0.866,0.813,8.095,0.101,8.619,0.939,0.714,0.034,0.039,0.041,0.802,Defacement
4.6,0.677,0.265,1.2,0.221,3.067,0.391,0.733,0.103,0,0,0.77,malware
2,0.539,0.452,1.13,0.4,1.348,0.839,0.326,0.13,0.17,0.173,0.741,malware
5.429,0.657,0.03,0.125,0.239,2.75,0.046,0.5,0.164,0,-1,0.875,malware
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
2.667,0.692,0.523,2.615,0.2,3.462,0.756,0.846,0.031,0.046,0.059,0.875,malware
4.2,0.791,0.555,3.813,0.146,5.438,0.701,0.563,0.055,0.079,0.098,0.75,malware
4.625,0.657,0.03,0.125,0.239,2.75,0.046,0.375,0.313,0.714,-1,0.789,malware
2.8,0.807,0.653,4.765,0.137,5.882,0.81,0.588,0.274,0.343,0.42,0.845,Defacement
3.4,0.5,0.048,0.143,0.333,1.5,0.095,0.286,0,0,-1,0.709,Defacement
2.8,0.922,0.844,17.167,0.049,18.75,0.916,0.5,0.111,0.125,0.131,0.843,Defacement
2,0.135,0.054,0.08,0.676,0.2,0.4,0.6,0,0,-1,0.815,Defacement
2.667,0.783,0.687,4.389,0.157,5,0.878,0.333,0.026,0.034,0.038,0.857,Defacement
6.167,0.618,0.029,0.105,0.279,2.211,0.048,0.632,0.059,0,-1,0.867,malware
2.8,0.586,0.259,0.882,0.293,2,0.441,0.588,0.052,0.103,0.2,0.788,Defacement
4.231,0.761,0.023,0.143,0.159,4.786,0.03,0.857,0.068,-1,-1,0.925,malware
2.667,0.761,0.636,4,0.159,4.786,0.836,0.786,0.057,0.076,0.089,0.836,malware
3.8,0.789,0.096,0.667,0.144,5.467,0.122,0.533,0.115,-1,0.4,0.817,malware
3.1,0.708,0.139,0.714,0.194,3.643,0.196,0.571,0.125,0.167,0.4,0.723,malware
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
3.833,0.775,0.018,0.111,0.162,4.778,0.023,0.611,0.198,-1,-1,0.83,Defacement
2.667,0.691,0.56,2.474,0.226,3.053,0.81,0.526,0.048,0.07,0.085,0.758,Defacement
3.938,0.859,0.022,0.333,0.065,13.167,0.025,0.667,0.13,0.046,-1,1,malware
2.667,0.624,0.505,1.679,0.301,2.071,0.81,0.429,0.043,0.07,0.085,0.73,Defacement
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
2.25,0.874,0.816,8.667,0.094,9.286,0.933,0.714,0.117,0.135,0.143,0.797,Defacement
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
3.2,0.74,0.468,2.769,0.169,4.385,0.632,0.539,0.039,0,0,0.86,malware
2.667,0.788,0.708,4.409,0.161,4.909,0.898,0.546,0.058,0.075,0.083,0.829,Defacement
3.75,0.529,0.059,0.222,0.265,2,0.111,0.667,0.088,0.375,-1,0.93,Defacement
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
5.7,0.724,0.086,0.409,0.21,3.455,0.118,0.682,0.029,0.158,0.333,0.801,malware
7,0.702,0.03,0.154,0.194,3.615,0.043,0.769,0.164,0.375,-1,0.958,malware
1,0.681,0.609,2.8,0.217,3.133,0.894,0.533,0.058,0,0,0.817,malware
3,0.282,0.056,0.091,0.62,0.455,0.2,0.296,0.014,0,0,0.705,malware
5.857,0.734,0.031,0.2,0.156,4.7,0.043,0.4,0.422,0.808,-1,0.676,malware
9.167,0.732,0.024,0.133,0.183,4,0.033,0.533,0.317,0.44,-1,0.851,malware
5.727,0.777,0.021,0.143,0.149,5.214,0.027,0.571,0.128,0.179,-1,0.887,malware
2.75,0.832,0.712,6.357,0.112,7.429,0.856,0.357,0.04,0.051,0.056,0.836,Defacement
5.5,0.706,0.018,0.08,0.229,3.08,0.026,0.6,0,0,-1,0.785,Defacement
9.167,0.732,0.024,0.133,0.183,4,0.033,0.533,0.317,0.44,-1,0.851,malware
2.9,0.594,0.031,0.105,0.297,2,0.053,0.579,0.063,0,-1,0.833,malware
2.75,0.526,0.329,0.862,0.382,1.379,0.625,0.552,0.132,0.256,0.4,0.775,malware
3,0.821,0.67,5.917,0.113,7.25,0.816,0.75,0.028,0.037,0.042,0.861,malware
2.333,0.688,0.531,2.615,0.203,3.385,0.773,0.615,0.266,0.326,0.412,0.875,malware
10.5,0.643,0.029,0.111,0.257,2.5,0.044,0.667,0.243,0.531,-1,0.83,malware
4.5,0.672,0.031,0.143,0.219,3.071,0.047,0.786,0.047,0.091,-1,0.925,malware
2.667,0.894,0.852,10.667,0.08,11.191,0.953,0.524,0.118,0.133,0.138,0.832,Defacement
4.167,0.632,0.224,0.81,0.276,2.286,0.354,0.476,0.171,0.3,0.353,0.81,malware
2.667,0.6,0.49,1.485,0.33,1.818,0.817,0.788,0.06,0.102,0.122,0.744,Defacement
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.784,malware
3.077,0.765,0.029,0.222,0.132,5.778,0.039,0.667,0.029,1,-1,0.93,malware
6.067,0.833,0.016,0.143,0.111,7.5,0.019,0.571,0.318,-1,-1,0.836,malware
2.333,0.719,0.547,3.182,0.172,4.182,0.761,0.727,0.031,0.056,0.057,0.947,malware
3.25,0.4,0.05,0.118,0.425,0.941,0.125,0.824,0,0,-1,0.827,Defacement
4.636,0.775,0.025,0.182,0.138,5.636,0.032,0.727,0,0,-1,0.895,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
11.4,0.693,0.023,0.1,0.227,3.05,0.033,0.65,0.136,0.214,-1,0.821,malware
2.8,0.586,0.259,0.882,0.293,2,0.441,0.588,0.052,0.103,0.2,0.788,Defacement
3.5,0.654,0.486,1.733,0.28,2.333,0.743,0.667,0.019,0.032,0.039,0.786,Defacement
3.75,0.595,0.143,0.6,0.238,2.5,0.24,0.7,0.071,0.125,0.5,0.94,Defacement
4.5,0.672,0.031,0.143,0.219,3.071,0.047,0.786,0.063,0.121,-1,0.925,malware
7.4,0.641,0.031,0.125,0.25,2.563,0.049,0.563,0.422,0.808,-1,0.863,malware
4.4,0.671,0.025,0.105,0.241,2.79,0.038,0.632,0.304,0.765,-1,0.833,malware
8.143,0.759,0.024,0.154,0.157,4.846,0.032,0.462,0.349,0.528,-1,0.792,malware
2.5,0.848,0.77,6.85,0.112,7.55,0.907,0.65,0.062,0.075,0.08,0.821,Defacement
4.6,0.697,0.273,1.385,0.197,3.539,0.391,0.539,0.046,0,0,0.86,malware
1,0.691,0.618,3,0.206,3.357,0.894,0.571,0.059,0,0,0.747,malware
4,0.794,0.032,0.333,0.095,8.333,0.04,0.667,0.143,0,-1,1,malware
5.111,0.747,0.115,0.667,0.172,4.333,0.154,0.8,0.046,0.143,0.4,0.898,malware
6.333,0.662,0.031,0.133,0.231,2.867,0.047,0.533,0.446,0.833,-1,0.898,malware
2.667,0.625,0.51,1.69,0.302,2.069,0.817,0.793,0.031,0.051,0.061,0.743,Defacement
3.467,0.778,0.101,0.667,0.152,5.133,0.13,0.733,0.152,-1,0.4,0.77,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
2.667,0.716,0.568,3,0.189,3.786,0.793,0.786,0.027,0.039,0.048,0.836,malware
3,0.821,0.67,5.917,0.113,7.25,0.816,0.75,0.028,0.037,0.042,0.861,malware
2.667,0.742,0.656,3.231,0.203,3.654,0.884,0.423,0.047,0.064,0.071,0.814,Defacement
3.75,0.61,0.117,0.391,0.299,2.044,0.192,0.87,0.039,0.158,0.333,0.82,malware
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.079,0.105,0.123,0.963,Defacement
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
2.667,0.746,0.646,3.381,0.191,3.905,0.866,0.524,0.046,0.062,0.07,0.775,Defacement
4.818,0.781,0.024,0.182,0.134,5.818,0.031,0.727,0,0,-1,0.895,malware
3,0.63,0.37,1.7,0.217,2.9,0.586,1,0.174,0.071,0.118,0.88,Defacement
2.667,0.691,0.577,2.435,0.237,2.913,0.836,0.565,0.052,0.076,0.089,0.805,Defacement
3,0.475,0.05,0.143,0.35,1.357,0.105,0.286,0,0,-1,0.709,Defacement
4.111,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
2.667,0.651,0.523,1.957,0.267,2.435,0.804,0.565,0.023,0.036,0.044,0.805,Defacement
4.5,0.663,0.113,0.45,0.25,2.65,0.17,0.35,0.038,0.273,0.222,0.789,malware
21.5,0.895,0.01,0.143,0.07,12.786,0.011,0.5,0.445,0.646,-1,0.798,malware
3.25,0.61,0.195,0.889,0.22,2.778,0.32,0.778,0.146,0.158,0.375,1,Defacement
3.083,0.716,0.03,0.167,0.179,4,0.042,0.75,0.239,-1,-1,0.843,malware
3.8,0.789,0.096,0.667,0.144,5.467,0.122,0.533,0.115,-1,0.4,0.817,malware
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
3,0.333,0.061,0.133,0.455,0.733,0.182,0.4,0,0,-1,0.804,Defacement
6.25,0.431,0.031,0.067,0.462,0.933,0.071,0.9,0,0,-1,0.775,malware
4.7,0.776,0.194,1.267,0.153,5.067,0.25,0.8,0.061,0.188,0.316,0.898,malware
4.571,0.792,0.042,0.2,0.208,3.8,0.053,0.7,0,0,-1,0.88,malware
2.667,0.75,0.644,3.526,0.183,4.105,0.859,0.684,0.067,0.091,0.105,0.808,Defacement
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
4.429,0.638,0.035,0.095,0.362,1.762,0.054,0.333,0,0,-1,0.897,malware
7,0.704,0.296,1.318,0.225,3.136,0.42,0.546,0.092,0,0,0.842,malware
4.182,0.814,0.029,0.333,0.086,9.5,0.035,0.667,0.129,0,-1,1,malware
4.778,0.732,0.028,0.167,0.169,4.333,0.039,0.75,0,0,-1,0.843,malware
4.625,0.677,0.031,0.143,0.215,3.143,0.046,0.857,0.062,0,-1,0.925,malware
2.667,0.773,0.673,4.111,0.164,4.722,0.871,0.833,0.091,0.119,0.135,0.867,Defacement
3.8,0.59,0.051,0.125,0.41,1.438,0.087,0.563,0,0,-1,0.832,malware
4.857,0.863,0.021,0.333,0.063,13.667,0.024,0.667,0.116,0.029,-1,1,malware
3.875,0.656,0.25,0.923,0.271,2.423,0.381,0.462,0,0,0,0.824,malware
4.188,0.726,0.018,0.083,0.212,3.417,0.024,0.708,0.097,0,-1,0.791,Defacement
3.2,0.698,0.365,1.917,0.191,3.667,0.523,0.833,0.032,0,0,0.907,malware
3.2,0.722,0.456,2.4,0.19,3.8,0.632,0.533,0.051,0,0,0.817,malware
3.2,0.72,0.44,2.357,0.187,3.857,0.611,0.714,0.08,0,0,0.798,malware
2.667,0.691,0.556,2.5,0.222,3.111,0.804,0.667,0.025,0.036,0.044,0.857,Defacement
4.333,0.882,0.788,10.308,0.077,11.539,0.893,0.769,0.147,0.168,0.187,0.86,malware
5.167,0.804,0.022,0.182,0.12,6.727,0.027,0.727,0,0,-1,0.895,malware
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0,-1,0.892,malware
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0,0,-1,0.87,malware
2.667,0.802,0.737,4.731,0.156,5.154,0.918,0.385,0.024,0.03,0.033,0.847,Defacement
3.1,0.708,0.139,0.714,0.194,3.643,0.196,0.571,0.125,0.167,0.4,0.723,malware
3.5,0.829,0.711,5.684,0.125,6.632,0.857,0.421,0.105,0.136,0.148,0.833,Defacement
6.25,0.431,0.031,0.067,0.462,0.933,0.071,0.9,0,0,-1,0.775,malware
6.143,0.662,0.027,0.111,0.243,2.722,0.041,0.889,0.014,0,-1,0.787,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
3,0.727,0.53,3.182,0.167,4.364,0.729,0.727,0.03,0.056,0.057,0.947,malware
4.546,0.772,0.025,0.182,0.139,5.546,0.033,0.727,0,0,-1,0.895,malware
4.625,0.611,0.028,0.095,0.292,2.095,0.046,0.714,0,0,-1,0.87,malware
2.667,0.723,0.614,2.952,0.208,3.476,0.849,0.524,0.02,0.028,0.032,0.832,Defacement
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0,-1,0.87,malware
4.111,0.616,0.027,0.095,0.288,2.143,0.044,0.714,0.014,0.091,-1,0.87,malware
6.25,0.431,0.031,0.067,0.462,0.933,0.071,0.9,0,0,-1,0.775,malware
4.667,0.286,0.036,0.061,0.589,0.485,0.125,0.333,0,0,-1,0.785,Defacement
3.7,0.697,0.03,0.154,0.197,3.539,0.044,0.539,0.182,0.357,-1,0.86,malware
3.667,0.773,0.587,4.4,0.133,5.8,0.759,0.7,0.16,0.211,0.273,0.88,malware
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
1,0.691,0.618,3,0.206,3.357,0.894,0.571,0.059,0,0,0.723,malware
3.375,0.672,0.149,0.667,0.224,3,0.222,0.733,0.299,0.381,0.4,0.77,malware
4.3,0.634,0.024,0.087,0.281,2.261,0.039,0.565,0.146,-1,-1,0.844,Defacement
3,0.775,0.606,4.778,0.127,6.111,0.782,0.667,0.113,0.148,0.186,1,malware
2.667,0.811,0.746,5.04,0.148,5.48,0.92,0.44,0.036,0.044,0.048,0.832,Defacement
5.615,0.869,0.02,0.333,0.061,14.333,0.023,0.667,0.091,0,-1,1,malware
2.667,0.704,0.568,2.706,0.21,3.353,0.807,0.824,0.037,0.054,0.065,0.799,Defacement
3,0.544,0.283,0.929,0.304,1.786,0.52,0.643,0.044,0.083,0.154,0.887,Defacement
2.667,0.674,0.547,2.238,0.244,2.762,0.81,0.524,0.023,0.035,0.043,0.75,Defacement
5.167,0.6,0.071,0.238,0.3,2,0.119,0.714,0.043,0.2,0.4,0.87,malware
5,0.644,0.027,0.105,0.26,2.474,0.043,0.474,0.041,0.087,-1,0.808,Defacement
4.417,0.833,0.026,0.333,0.077,10.833,0.031,0.667,0.141,-1,-1,1,malware
5.556,0.707,0.024,0.118,0.207,3.412,0.035,0.471,0,0,-1,0.816,Defacement
4,0.722,0.389,1.944,0.2,3.611,0.539,0.611,0.022,0.031,0.057,0.883,Defacement
6.385,0.819,0.017,0.143,0.121,6.786,0.021,0.286,0.336,0.475,-1,0.836,malware
3,0.344,0.063,0.143,0.438,0.786,0.182,0.571,0,0,-1,0.784,Defacement
4.833,0.773,0.375,2.539,0.148,5.231,0.485,0.539,0.034,0,0,0.86,malware
2.667,0.792,0.708,4.6,0.154,5.15,0.893,0.65,0.054,0.069,0.076,0.806,Defacement
4.333,0.64,0.101,0.36,0.281,2.28,0.158,0.72,0.034,0.143,0.333,0.774,malware
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.784,malware
3.6,0.774,0.527,3.5,0.151,5.143,0.681,0.571,0.172,0.2,0.245,0.784,malware
4.909,0.783,0.024,0.182,0.133,5.909,0.031,0.727,0,0,-1,0.895,malware
2.25,0.815,0.729,5.238,0.139,5.857,0.894,0.714,0.033,0.042,0.046,0.797,Defacement
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0,0,0.784,malware
2.667,0.635,0.423,1.833,0.231,2.75,0.667,0.5,0.058,0.094,0.136,0.797,Defacement
3.333,0.633,0.468,1.682,0.279,2.273,0.74,0.546,0.241,0.388,0.514,0.842,malware
